Article,Sentence_en,Claim,Sentence
We should limit genetic testing,The overarching theme is that genetic testing is reserved for health-related purposes only.,FALSE,"Das übergeordnete Thema ist, dass genetische Tests nur gesundheitsbezogene Zwecke reserviert sind."
We should limit genetic testing,"The results reveal that her DNA sample has no relation to the ""victim"".",FALSE,"Die Ergebnisse zeigen, dass ihre DNA-Probe keine Beziehung zum ""Opfer"" hat."
We should limit genetic testing,"The Eastern Virginia District Court originally found that felons were entitled access to DNA testing on potentially exculpatory evidence, but this finding was later overturned by the Fourth Circuit Court of Appeals.",FALSE,"Das östliche Virginia-Bezirksgericht stellte ursprünglich fest, dass die Verbrecher mit dem Titel Zugang zu den DNA-Tests auf potenziell belebende Beweise auf den Titel waren, aber diese Funde wurde später vom vierten Rennstand des Berufungsgerichts aufgehoben."
We should limit genetic testing,Volunteers were assured that their DNA sample would be destroyed as soon as it was confirmed to be unmatched with the rapist's DNA.,FALSE,"Freiwillige waren versichert, dass ihre DNA-Probe zerstört würde, sobald sie bestätigt wurde, dass sie mit der DNA des Vergewaltigers unübertroffen ist."
We should limit genetic testing,"Therefore, DNA testing could not be conducted.",FALSE,Daher konnten DNA-Tests nicht durchgeführt werden.
We should limit genetic testing,"Japan stated that a DNA test proved they could not have been her remains, and her family does not believe that she would have committed suicide.",FALSE,"Japan erklärte, dass ein DNA-Test bewiesen hat, dass sie nicht ihre Überreste gewesen sei, und ihre Familie glaubt nicht, dass sie Selbstmord begangen hätte."
We should limit genetic testing,"For diagnosed patients, genetic testing is done to allow for future offspring with the disease to be monitored and treated early in life.",FALSE,"Bei diagnostizierten Patienten erfolgt genetische Tests, um zukünftige Nachkommen mit der zu überwachenden Erkrankung zu ermöglichen und frühzeitig zu behandeln."
We should limit genetic testing,"The court also noted that as DNA testing was not advanced in the early 1980s, the expert testimony given by the prosecution at trial and relied on by the jurors was reasonable evidence at the time, even though it was ultimately found to be faulty.",FALSE,"Der Gerichtshof stellte auch fest, dass in den frühen achtziger Jahren nicht als DNA-Tests nicht fortgeschritten wurde, das von der Staatsanwaltschaft, der von den Juroren angekündigten Verfolgung der Staatsanwaltschaft angewiesen war, angemessene Beweise dafür war, obwohl er letztendlich fehlerhaft war."
We should limit genetic testing,"Beside that, a DNA test is now among the methods being used to ensure only genuine citizens are issued the Malaysian birth certificate when they apply for late birth registrations.",FALSE,"Daneben ist ein DNA-Test nun zu den Methoden, die verwendet werden, um sicherzustellen, dass nur echte Bürger die malaysische Geburtsurkunde erteilt werden, wenn sie sich für späte Geburtsregistrierung anwenden."
We should limit genetic testing,"A 2007 study also suggests that these bacterial DNA samples may not have survived from ancient times, but may instead be the product of long-term, low-level metabolic activity.",FALSE,"Eine Studie von 2007 legt auch nahe, dass diese bakteriellen DNA-Proben möglicherweise nicht aus der Antike überlebt haben, sondern auch das Produkt der langfristigen metabolischen Tätigkeit mit niedriger Ebene sein können."
We should limit genetic testing,National Crisis Management Cell Director Javed Iqbal Cheema told the court that 28 DNA tests had not been confirmed.,FALSE,"National Crisis Management Cell Director Javed Iqbal Cheema sagte dem Gericht, dass 28 DNA-Tests nicht bestätigt wurden."
We should limit genetic testing,She noted that the DNA sample is akin to a finger print and will only be used for identification purposes.,FALSE,"Sie stellte fest, dass die DNA-Probe einem Fingerdruck ähnelt und nur zu Identifizierungszwecken verwendet wird."
We should limit genetic testing,"Furthermore, DNA analysis of SLC6A8 is able to prove that a cerebral creatine deficiency is due to CTD and not GAMT or AGAT deficiency.",FALSE,"Darüber hinaus kann die DNA-Analyse von SLC6A8 nachweisen, dass ein zerebraler Kreatin-Mangel an CTD und nicht auf GAMT- oder Agat-Mangel zurückzuführen ist."
We should limit genetic testing,"Lastly, genetic testing would provide a definitive diagnosis; however, due to the numerous HCM-causing mutations, this method of screening is complex and is not cost-effective.",TRUE,Schließlich würden genetische Tests eine endgültige Diagnose geben; Aufgrund der zahlreichen HCM-verursachenden Mutationen ist dieses Screening-Verfahren jedoch komplex und ist jedoch nicht kostengünstig.
We should limit genetic testing,But note that DNA tests are equally important for the two sexes (see genealogical DNA test).,TRUE,"Beachten Sie jedoch, dass DNA-Tests für die beiden Geschlechter gleichermaßen wichtig sind (siehe genealogische DNA-Test)."
We should limit genetic testing,"If the DNA sample is heterogeneous, no additional control DNA is needed; however, the PCR products should still be denatured and annealed in order to create heteroduplexes.",FALSE,"Wenn die DNA-Probe heterogen ist, ist keine zusätzliche Kontroll-DNA erforderlich; Die PCR-Produkte sollten jedoch noch dehnbar und geglüht werden, um Heteroduplexe zu erstellen."
We should limit genetic testing,"Because genital warts are caused by low-risk HPV types, DNA tests cannot be used for diagnosis of genital warts or other low-risk HPV infections.",FALSE,"Da Genitalwarzen durch HPV-Typen mit niedrigem Risiko verursacht werden, können DNA-Tests nicht zur Diagnose von Genitalwarzen oder anderen HPV-Infektionen mit niedrigem Risiko verwendet werden."
We should limit genetic testing,A match was found for the male DNA and it was discovered that that particular DNA sample was never run prior to the first trial despite assurances from the prosecutor that the sample had been analyzed and returned no matches.,FALSE,"Eine Übereinstimmung wurde für die männliche DNA gefunden, und es wurde festgestellt, dass diese bestimmte DNA-Probe trotz der Analyse des Staatsanwalts niemals vor dem ersten Gerichtsverfahren durchgeführt wurde, das die Probe analysiert und keine Übereinstimmungen zurückgegeben wurde."
We should limit genetic testing,"However, DNA testing definitively excluded the man as the killer.",FALSE,Die DNA-Prüfung hat den Mann jedoch definitiv als Killer ausgeschlossen.
We should limit genetic testing,"The ACLU pointed out that parents were separated from their children without individual hearings and without particularized evidence of abuse, and that DNA testing was ordered without evidence that parentage was in dispute.",FALSE,"Die ACLU zeigte darauf hin, dass die Eltern ohne individuelle Anhörungen von ihren Kindern getrennt wurden, ohne dass die DNA-Tests ohne Beweise bestellt wurden, dass der Elternteil in Streitigkeiten war."
We should limit genetic testing,"In 2016, he highlighted that Chemmart's consumer DNA testing was misleading and breached the TGA's Advertising Code because it was not able to deliver on the claims being made for it.",FALSE,"Im Jahr 2016 wurde hervorgehoben, dass Chemmarts-DNA-Tests der Consumer-DNA irreführend war und den Werbecode der TGA verletzt wurde, da es nicht in der Lage war, die Ansprüche nicht zu liefern, die dafür gemacht wurden."
We should limit genetic testing,"In 2010, the state enacted a law requiring that a DNA sample be taken from everyone arraigned on a felony, which is entered into a database controlled by the FBI.",FALSE,"Im Jahr 2010 hat der Staat ein Gesetz erlassen, das, dass eine DNA-Probe von allen aufgenommen wurde, die auf einem Verbrechen angeklagt wurde, das in eine vom FBI kontrollierte Datenbank eingegeben wird."
We should limit genetic testing,"Scully tells Doggett that while the DNA test disproves Fassl's culpability, it implicates a possible blood relative; Fassl, however, is an only child.",FALSE,"Scully sagt Doggett, dass, während der DNA-Test Fassls Schuld widerspiegelt, erpliziert sie ein mögliches Blut relativ; Fassl ist jedoch ein einziges Kind."
We should limit genetic testing,"Even genetic testing is less effective, the further away the non-dingo is in the dog's ancestry and it is possible that the hybrid had not inherited any genes which were ascribed to other domestic dogs during examinations.",TRUE,"Selbst genetische Tests ist weniger wirksam, der weitere entfernte Nicht-Dingo ist in der Ahnen des Hundes, und es ist möglich, dass der Hybrid keine Gene vererbt hatte, die während der Prüfungen anderen inländischen Hunden zugeschrieben wurden."
We should limit genetic testing,"In contrast, modern DNA analyses are increasingly relevant in defining underlying cancer biology and in helping choose treatments.",TRUE,Im Gegensatz dazu werden moderne DNA-Analysen bei der Definition der zugrunde liegenden Krebsbiologie zunehmend relevant und bei der Auswahl der Behandlungen.
We should further exploit nuclear power,"He believed that nuclear power would become obsolete, to be replaced by clean energy sources.",TRUE,"Er glaubte, dass die Kernkraft veraltet wäre, um durch saubere Energiequellen ersetzt zu werden."
We should further exploit nuclear power,Proponents argue that nuclear power is a sustainable energy source which reduces carbon emissions and can increase energy security if its use supplants a dependence on imported fuels.,TRUE,"Die Befürworter argumentieren, dass die Kernkraft eine nachhaltige Energiequelle ist, die die Kohlenstoffemissionen reduziert und die Energiesicherheit erhöhen kann, wenn deren Verwendung eine Abhängigkeit von importierten Brennstoffen ergibt."
We should further exploit nuclear power,He believes that nuclear power is a clean and efficient potential alternative that could be used to power electric cars.,TRUE,"Er glaubt, dass die Kernkraft eine saubere und effiziente potenzielle Alternative ist, die zur Stromversorgung von Elektroautos verwendet werden kann."
We should further exploit nuclear power,"Proponents claim that nuclear power produces virtually no conventional air pollution, such as greenhouse gases and smog, in contrast to the chief viable alternative of fossil fuel.",TRUE,"Die Befürworter behaupten, dass die Kernkraft praktisch keine herkömmliche Luftverschmutzung wie Treibhausgase und Smog erzeugt, im Gegensatz zur Höchstgänger-Alternative von fossilen Brennstoff."
We should further exploit nuclear power,"I believe that nuclear power is safer, cleaner, and provides a quicker avenue to energy independence than other alternatives.",TRUE,"Ich glaube, dass die Atomkraft sicherer, sauberer ist, und bietet eine schnellere Avenue für die Energieunabhängigkeit als andere Alternativen."
We should further exploit nuclear power,Bradford argues that nuclear power is not a magic-bullet answer to climate change.,TRUE,"Bradford argumentiert, dass die Atomkraft keine Magic-Bullet-Antwort auf den Klimawandel ist."
We should further exploit nuclear power,It was thought that nuclear power would solve this problem.,TRUE,"Es wurde angenommen, dass die Atomkraft dieses Problem lösen würde."
We should further exploit nuclear power,"For example, the 1976 Ranger Inquiry report stated that ""The nuclear power industry is unintentionally contributing to an increased risk of nuclear war.",TRUE,"Der Ranger-Anfragebericht von 1976 erklärte beispielsweise, dass ""die Kernkraftindustrie unabsichtlich zu einem erhöhten Risiko eines Atomkrieges beigetragen wird."
We should further exploit nuclear power,"In 1954, Strauss predicted that atomic power would make electricity ""too cheap to meter.""",TRUE,"Im Jahr 1954 prognostizierte Strauss, dass Atomkraft Strom ""zu billig zum Meter"" machen würde ""."
We should further exploit nuclear power,"So, Brian Martin says that ""nuclear power is not a suitable power source for a free society"".",TRUE,"Also sagt Brian Martin, dass ""Atomkraft keine geeignete Stromquelle für eine freie Gesellschaft ist""."
We should further exploit nuclear power,Proponents also believe that nuclear power is the only viable course to achieve energy independence for most Western countries.,TRUE,"Die Befürworter glauben auch, dass die Kernkraft der einzige lebensfähige Kurs ist, um Energieunabhängigkeit für die meisten westlichen Länder zu erreichen."
We should further exploit nuclear power,Proponents of nuclear energy argue that nuclear power is a sustainable energy source which reduces carbon emissions and can increase energy security if its use supplants a dependence on imported fuels.,TRUE,"Befürworter der Kernenergie argumentieren, dass die Kernkraft eine nachhaltige Energiequelle ist, die die Kohlenstoffemissionen verringert und die Energiesicherheit erhöhen kann, wenn seine Verwendung eine Abhängigkeit von importierten Brennstoffen ergänzt."
We should further exploit nuclear power,"In the decades following World War II, some were convinced that nuclear power would solve the pending energy crisis by providing energy at low cost.",TRUE,"In den Jahrzehnten nach dem Zweiten Weltkrieg waren einige davon überzeugt, dass die nukleare Macht die anstehende Energiekrise lösen würde, indem sie Energie zu niedrigen Kosten bereitstellt."
We should further exploit nuclear power,"However, that any nuclear power would be willing to place its nuclear submarines close to enemy shores during times of strategic tension is highly questionable.",FALSE,"Diese nukleare Macht wäre jedoch bereit, seine nuklearen U-Boote in der Nähe der feindlichen Küsten in Zeiten der strategischen Spannung zu platzieren, ist äußerst fragwürdig."
We should further exploit nuclear power,"In his 2009 book, Our Choice, Gore argues that nuclear power was once ""expected to provide virtually unlimited supplies of low-cost electricity"", but the reality is that it has been ""..an energy source in crisis for the last 30 years.""",TRUE,"In seinem 2009-Buch, unsere Wahl, gargiert Gore, dass die Atomkraft einst ""voraussichtlich einst"" erwartet wurde, um praktisch unbegrenzte Lieferungen kostengünstiger Stroms bereitzustellen "", aber die Realität ist, dass es sich um die Energiequelle in der Krise in den letzten 30 Jahren handelt . """
We should further exploit nuclear power,"Gore explains that nuclear power was once ""expected to provide virtually unlimited supplies of low-cost electricity"", but the reality is that it has been ""an energy source in crisis for the last 30 years"".",TRUE,"Gore erklärt, dass die Kernkraft einst ""voraussichtlich voraussichtlich praktisch unbegrenzte Lieferungen von kostengünstiger Elektrizität bereitgestellt wurde"", aber die Realität ist, dass es ""eine Energiequelle in der Krise für die letzten 30 Jahre"" ist."
We should further exploit nuclear power,"Greenpeace Canada argues that nuclear power is an unacceptable risk to the environment and to humanity, and that the only solution is to halt the expansion of all nuclear power and to shut down existing plants.",TRUE,"Greenpeace Canada argumentiert, dass die Atomkraft ein inakzeptables Risiko für die Umwelt und der Menschheit ist, und dass die einzige Lösung den Erweiterung aller Kernkraft stillsteht und bestehende Anlagen abzuschalten."
We should further exploit nuclear power,"(The previous Prime Minister John Howard had stated that nuclear power was a better alternative, as CCS technology may not prove to be economically feasible.).",TRUE,"(Der bisherige Premierminister John Howard hatte erklärt, dass die Atomkraft eine bessere Alternative war, da die CCS-Technologie nicht als wirtschaftlich machbar erweisen konnte.)."
We should further exploit nuclear power,"Just 22% agreed that ""nuclear power is relatively safe and an important source of electricity, and we should build more nuclear power plants"".",TRUE,"Nur 22% stimmten zu, dass ""Kernkraft relativ sicher und eine wichtige Stromquelle ist, und wir sollten mehr Kernkraftwerke aufbauen""."
We should further exploit nuclear power,"Proponents advance the notion that nuclear power produces virtually no air pollution, in contrast to the chief viable alternative of fossil fuel.",TRUE,"Die Anträge vor dem Vorstellung, dass die Kernkraft im Gegensatz zu der wichtigsten alternativen Alternative von fossilen Brennstoff praktisch keine Luftverschmutzung erzeugt."
We should further exploit nuclear power,"Moreover, a state judgment that nuclear power is not safe enough to be further developed would conflict directly with the countervailing judgment of the NRC, see, infra, at 218-219, that nuclear construction may proceed notwithstanding extant uncertainties as to waste disposal.",TRUE,"Darüber hinaus ist ein staatliches Urteil, in dem die Atomkraft nicht sicher genug ist, weiterentwickelt zu werden, unmittelbar mit dem entgegengesetzten Urteil des NRC, siehe, Infra, bei 218-219, dass der Kernkonstruktion trotz der umfangreichen Unsicherheiten, um die Entsorgung abzurechnen darf."
We should further exploit nuclear power,Many commentators have argued that an expansion of nuclear power would help combat climate change.,TRUE,"Viele Kommentatoren haben argumentiert, dass eine Ausweitung der Atomkraft helfen würde, den Klimawandel zu bekämpfen."
We should further exploit nuclear power,"In 2011, The Economist opined that nuclear power ""looks dangerous, unpopular, expensive and risky"", and that ""it is replaceable with relative ease and could be forgone with no huge structural shifts in the way the world works"".",TRUE,"Im Jahr 2011 hat der Ökonomen, der nukleare Macht ""gefährlich, unpopulär, teuer und riskant"" aussieht, und dass ""es ist ersetzbar mit relativer Leichtigkeit auszusehen und mit keiner riesigen strukturellen Verschiebungen in der Art der Welt arbeitet""."
We should further exploit nuclear power,The view that nuclear power was better for the environment than conventional fuels was partially undermined in the late 1960s when major controversy erupted over the effects of waste heat from nuclear plants on water quality.,TRUE,"Die Ansicht, dass die Kernkraft für die Umwelt besser war als herkömmliche Kraftstoffe, wurde in den späten 1960er Jahren teilweise untergraben, als große Kontroversen über die Auswirkungen von Abwärme aus Nuklearanlagen auf Wasserqualität ausbrach."
We should further exploit nuclear power,Proponents of nuclear energy contend that nuclear power is a sustainable energy source that reduces carbon emissions and increases energy security by decreasing dependence on imported energy sources.,TRUE,"Befürworter der Kernenergie greifen daran, dass die Kernkraft eine nachhaltige Energiequelle ist, die die Kohlenstoffemissionen reduziert und die Energiesicherheit erhöht, indem die Abhängigkeit von importierten Energiequellen abnehmend ist."
We should further exploit nuclear power,Proponents of nuclear energy contend that nuclear power is a sustainable energy source that reduces carbon emissions and increases energy security by decreasing dependence on imported energy sources.,TRUE,"Befürworter der Kernenergie greifen daran, dass die Kernkraft eine nachhaltige Energiequelle ist, die die Kohlenstoffemissionen reduziert und die Energiesicherheit erhöht, indem die Abhängigkeit von importierten Energiequellen abnehmend ist."
We should further exploit nuclear power,"In it he wrote that ""nuclear power is the cheapest, cleanest and safest method of power production yet devised by man"".",TRUE,"Darin schrieb er, dass ""Atomkraft die billigste, sauberste und sicherste Methode der Stromerzeugung ist, die noch vom Menschen entwickelt wurde""."
We should further exploit nuclear power,"Proponents, such as the World Nuclear Association and Environmentalists for Nuclear Energy, contend that nuclear power is a safe, sustainable energy source that reduces carbon emissions.",TRUE,"Befürworter, wie der weltweite Atomverband und die Umweltschützer für Kernenergie, greifen daran, dass die Kernkraft eine sichere, nachhaltige Energiequelle ist, die die Kohlenstoffemissionen reduziert."
We should further exploit nuclear power,"The book argues that nuclear power is not and has never been cheap but rather found the resources to tap public subsidies, special systems of taxation, loans government and other beneficial guarantees.",TRUE,"Das Buch argumentiert, dass Nuklearkraft nicht ist, und war noch nie billig, sondern fand die Ressourcen, um öffentliche Subventionen, spezielle Besteuerungssysteme, Kredite, Kredite und andere vorteilhafte Garantien aufzunehmen."
We should further exploit nuclear power,"Pearce also believes that the nuclear industry must address the issue of equity, both in the present and for later generations.",FALSE,"Pearce ist auch der Ansicht, dass die Atomindustrie sowohl in der Gegenwart als auch für spätere Generationen das Equity-Equity-Eigenkapital ansprechen muss."
We should further exploit nuclear power,"The book is about energy policy, and Lowe argues that nuclear power does not make sense on any level: economically, environmentally, politically or socially.",TRUE,"Das Buch geht um Energiepolitik, und Lowe argumentiert, dass die Kernkraft auf keiner Ebene sinnvoll ist: wirtschaftlich, umweltfreundlich, politisch oder sozial."
We should further exploit nuclear power,"Yet, Romm says, nuclear power's ""own myriad limitations will constrain its growth, especially in the near term"", and the limitations include:.",TRUE,"ROMM sagt jedoch, dass die ""eigenen unzähligen Beschränkungen der Atomkraft"" sein Wachstum einschränken, insbesondere in naher Begriff "", und die Einschränkungen umfassen :."
We should further exploit nuclear power,"During his Senate confirmation hearing, Miller remarked that nuclear power must play a key role in the country's energy strategy.",TRUE,"Während seiner Anhörung der Senate bemerkte Miller, dass die Atomkraft eine Schlüsselrolle in der Energiestrategie des Landes spielen muss."
We should further exploit nuclear power,"The same Ipsos poll revealed that 50% thought that nuclear power was the best way of solving the problem of the greenhouse effect, while 88% thought this was a major reason for continuing to use nuclear power.",TRUE,"Dieselbe IPSOS-Umfrage ergab, dass 50% der Meinung waren, dass die Atomkraft die beste Art der Lösung des Problems des Treibhauseffekts war, während 88% dachte, dass dies ein wichtiger Grund war, um die Atomkraft, um die nukleare Macht weiterhin zu nutzen."
We should further exploit nuclear power,Iran claims that nuclear power is necessary for a booming population and rapidly industrialising nation.,TRUE,"Der Iran behauptet, dass die Kernkraft für eine boomende Bevölkerung und eine raschindustrierende Nation notwendig ist."
We should further exploit nuclear power,"He considers that ""the nuclear power industry has truly embraced the energy future of our country"", and also that ""nuclear energy plays an important role in my constituency and is behind the creation of numerous jobs and training opportunities"".",TRUE,"Er ist der Ansicht, dass ""die Kernkraftindustrie die Energiezukunft unseres Landes wirklich umarmt hat"", und auch, dass ""Kernenergie eine wichtige Rolle in meinem Wahlkreis spielt und hinter der Schaffung zahlreicher Arbeitsplätze und Schulungsmöglichkeiten ist""."
We should further exploit nuclear power,"And then he said, 'I wish that nuclear power had never been discovered.'",FALSE,"Und dann sagte er: ""Ich wünschte, diese Atomkraft wäre nie entdeckt worden."""
We should further exploit nuclear power,"At a congressional hearing Rickover testified that: ""I do not believe that nuclear power is worth it if it creates radiation.",TRUE,"Bei einem Kongresshörer bezeugte Rickover das, dass: ""Ich glaube nicht, dass es sich lohnt, dass es sich lohnt, wenn es Strahlung erzeugt."
We should further exploit nuclear power,"Furthermore, Iran argues that nuclear power makes fairly good economic sense.",TRUE,"Darüber hinaus macht der Iran argumentiert, dass die Atomkraft ziemlich gut wirtschaftlich sinnvoll ist."
We should further exploit nuclear power,Protesters insisted that nuclear power is unsafe.,TRUE,"Demonstranten bestanden darauf, dass die Atomkraft unsicher ist."
We should further exploit nuclear power,"The UCS also acknowledges that nuclear power can reduce greenhouse gas emissions, but maintains that it must become much safer and cheaper before it can be considered a workable solution to global warming.",TRUE,"Die UCS erkennt auch an, dass die Kernkraft die Treibhausgasemissionen reduzieren kann, behauptet jedoch, dass er viel sicherer und günstiger werden muss, bevor er als fraktionsfähige Lösung für die globale Erwärmung betrachtet werden kann."
We should further exploit nuclear power,"Shrader-Frechette's 2011 book What Will Work says that nuclear power is not an economic or practical technology: This book uses market data, scientific studies, and ethical analyses to show why we should pursue green energy and conservation, and not nuclear fission, to address global climate change.",TRUE,"Shrader-Krechte's 2011 Buch, was funktionieren wird, sagt, dass die Atomkraft keine wirtschaftliche oder praktische Technologie ist: Dieses Buch verwendet Marktdaten, wissenschaftliche Studien und ethische Analysen, um zu zeigen, warum wir grüne Energie und Konservierung verfolgen sollten, und keine Kernspaltung, um sich anzugehen Globaler Klimawandel."
We should further exploit nuclear power,"The Economist says that nuclear power ""looks dangerous, unpopular, expensive and risky"", and that ""it is replaceable with relative ease and could be forgone with no huge structural shifts in the way the world works"".",TRUE,"Der Ökonom sagt, dass die Atomkraft ""gefährlich, unpopulär, teuer und riskant"" aussieht, und dass ""es ist ersetzbar mit relativer Leichter ersetzbar und könnte ohne riesige strukturelle Verschiebungen in der Art der Welt vergessen werden""."
We should further exploit nuclear power,"The UCS acknowledges that nuclear power can reduce greenhouse gas emissions, but maintains that it must become much safer and cheaper before it can be considered a workable solution to global warming.",TRUE,"Die UCS erkennt an, dass die Kernkraft die Treibhausgasemissionen reduzieren kann, behauptet jedoch, dass er viel sicherer und günstiger werden muss, bevor er als fraktionsfähige Lösung für die globale Erwärmung betrachtet werden kann."
We should further exploit nuclear power,"Teddy Cho, one prominent activist stated that ""Nuclear power is only an excuse to develop more nuclear technology.",TRUE,"Teddy Cho, ein prominenter Aktivist erklärte, dass ""Atomkraft nur eine Entschuldigung ist, um mehr Atomtechnik zu entwickeln."
We should further exploit nuclear power,"The report says that nuclear power is unlikely to be profitable in SA, as is the processing of uranium before export.",TRUE,"Der Bericht sagt, dass nukleare Macht in SA unwahrscheinlich ist, ebenso wie die Verarbeitung von Uran vor dem Export."
We should further exploit nuclear power,By the end of the 1970s it became clear that nuclear power would not grow nearly as dramatically as once believed.,FALSE,"Bis Ende der 1970er Jahre wurde klar, dass die Kernkraft nicht fast so dramatisch wachsen würde, wie sie einmal glaubte."
We should further exploit nuclear power,"The commission neither received any evidence nor reached any conclusions that the risks of nuclear power outweigh its benefits."".",TRUE,"Die Kommission hat weder Beweise erhielt noch keine Schlussfolgerungen erreichten, dass die Risiken der Atomkraft ihre Vorteile überwiegen. """
We should further exploit nuclear power,By the mid-1970s it became clear that nuclear power would not grow nearly as quickly as once believed.,FALSE,"Mitte der 1970er Jahre wurde deutlich, dass die Atomkraft nicht so schnell wie an der Annahme nicht so schnell wachsen würde."
We should further exploit nuclear power,The authors argue that the basic fear which accounted for the vehemence of the opposition is that nuclear power fundamentally alters the makeup of society.,TRUE,"Die Autoren argumentieren, dass die grundlegende Angst, die der Vehemenz der Opposition ausmacht, dass nukleare Macht das Make-up der Gesellschaft grundlegend ändert."
We should abolish temporary employment,"According to the study, there is evidence that unemployment protection and temporary work regulation affect the dynamics of age-based inequality with positive employment effects of all individuals by the strength of unions.",FALSE,"Laut der Studie gibt es Beweise dafür, dass der Arbeitslosenschutz und die vorübergehende Arbeitsverordnung die Dynamik der altersbasierten Ungleichheit mit positiven Beschäftigungswirkungen aller Personen durch die Kraft der Gewerkschaften beeinflussen."
We should abolish temporary employment,"Moreover, each temporary employee had to be regularly re-registered with the Ministry; nor were temporary staff allowed to earn more than permanent employees.",FALSE,Darüber hinaus musste jeder temporäre Mitarbeiter regelmäßig mit dem Ministerium neu registriert werden; Leider durften das Personal nicht mehr als dauerhafte Mitarbeiter verdienen dürfen.
We should abolish temporary employment,"Furthermore, although the temping agency and its employees were ordered to pay combined damages of about 1.5 million yen, any responsibility of the employees of Yodobashi Camera and DDI Pocket was denied.",FALSE,"Obwohl die Tempingagentur und ihre Mitarbeiter, um kombinierte Schäden von etwa 1,5 Millionen Yen zu zahlen, die Angestellte von Yodobashi-Kamera und der DDI-Tasche abgelehnt wurden."
We should abolish temporary employment,Other companies have created policies stating that temporary workers can be assigned to only specific projects that last just a few months.,FALSE,"Andere Unternehmen haben Richtlinien erstellt, die besagten, dass temporäre Arbeiter nur ein paar Monaten zugewiesen werden können, die nur ein paar Monate dauern."
We should abolish temporary employment,"The desire to market flexible, adaptable temporary workers has become a driving, monetary oriented objective of the temporary work industry.",FALSE,"Der Wunsch, flexible, anpassungsfähige temporäre Arbeiter zu vermarkten, ist zu einem fahrenden, monetärenorientierten Ziel der temporären Arbeitsbranche geworden."
We should abolish temporary employment,"In some instances, temporary workers receive benefits (such as health insurance), but usually benefits are only given to permanent employees as a cost-cutting measure by the employer to save money.",FALSE,"In einigen Fällen erhalten temporäre Arbeiter Vorteile (z. B. Krankenversicherung), aber in der Regel werden Leistungen dauerhaft dauerhafte Mitarbeiter als Kostensenkungsmaßnahme des Arbeitgebers, um Geld zu sparen."
We should abolish temporary employment,The IRS determined that permatemp employees were common law employees of Microsoft and the staffing firm's role was simply that of payroll processor.,FALSE,"Die IRS stellte fest, dass Mitarbeiter von PermatEnP-Angestellten von Microsoft-Angestellten von Microsoft und die Rolle des Personalfirmens waren, war einfach die des Payroll-Prozessors."
We should abolish temporary employment,"Given the fact that temporary work teams are frequently utilized in an organization, it is necessary to understand how trust is being formed within these teams.",FALSE,"Angesichts der Tatsache, dass temporäre Arbeitsteams häufig in einer Organisation eingesetzt werden, ist es notwendig, zu verstehen, wie das Vertrauen in diesen Teams gebildet wird."
We should abolish temporary employment,"If a staffing firm offers benefits they are occasionally immediate, but more typically the employee must wait several months to a year before becoming eligible.",FALSE,"Wenn ein Personalunternehmen Vorteile anbietet, sind sie gelegentlich sofortig, aber in der Regel muss der Mitarbeiter in der Regel mehrere Monate bis ein Jahr warten, bevor sie berechtigt sind."
We should abolish temporary employment,Some staffing firms have their own rewards programs for things like good contractor evaluations and length of employment.,FALSE,Einige Personalfirmen verfügen über eigene Prämienprogramme für Dinge wie gute Auftragnehmerbewertungen und Beschäftigungsdauer.
We should abolish temporary employment,"This case stands for the proposition that where ""mutuality of obligation"" between employers and casual or temporary workers exists to offer work and accept it, the court will find that the applicant has a ""contract of employment"" and is therefore an employee.",FALSE,"Dieser Fall steht für den Vorschlag, den die ""Mutualität der Verpflichtung"" zwischen Arbeitgebern und lässigen oder temporären Arbeitnehmern existieren, um Arbeit zu bieten und es zu akzeptieren, das Gericht stellt, dass der Antragsteller einen ""Arbeitsvertrag"" hat und daher ein Mitarbeiter ist."
We should abolish temporary employment,"Traditionally, a temporary employee is hired to substitute for an employee who is on leave or vacation or to staff a project for which there are insufficient permanent employees to carry out the task.",FALSE,"Traditionell wird ein temporärer Mitarbeiter eingestellt, um einen Mitarbeiter zu ersetzen, der auf Urlaub oder Urlaub ist oder ein Projekt mit dem Personal ist, für das nicht genügend feste Mitarbeiter vorhanden sind, um die Aufgabe auszuführen."
We should abolish temporary employment,"Through this process, the ideal temporary worker has today become largely imagined, produced and marketed by temporary agencies.",FALSE,"Durch diesen Prozess wird der ideale Leiharbeiter heute von temporären Agenturen weitgehend vorgestellt, produziert und vermarktet."
We should abolish temporary employment,However third-party contractors and casual staff were typically not unionised.,FALSE,In der Regel waren Drittanbieter und Casual-Mitarbeiter in der Regel nicht gewerkgestellt.
We should abolish temporary employment,"In a November 1994 special election, early favorite Gregory-Scocchi was defeated by Barbara Buono, after disclosures that Gregory-Scocchi's temporary employment firm had hired illegal immigrants.",FALSE,"In einem Sonderwahlen von November 1994 wurde früher Favoriten Gregory-SCOCCHI von Barbara Buono besiegt, nachdem die Angaben zur temporären Arbeitsunfähigkeit von Gregory-Scocchis illegale Einwanderer eingestellt hatte."
